ENTOLLSTATIONHEX,EntryHour,EntryCount
37010827,15,723
37010827,16,722
37010827,17,753
37010827,18,364
37010827,19,334
37010827,20,296
37010827,21,234
37010827,22,180
37010827,23,96
37010828,0,84
37010828,1,70
37010828,2,77
37010828,3,70
37010828,4,91
37010828,5,154
37010828,6,530
37010828,7,594
37010828,8,713
37010828,9,688
37010828,10,637
37010828,11,521
37010828,12,625
37010828,13,716
37010828,14,670
37010828,15,721
37010828,16,718
37010828,17,686
37010828,18,498
37010828,19,431
37010828,20,329
37010828,21,273
37010828,22,205
37010828,23,111
37010831,0,113
37010831,1,88
37010831,2,95
37010831,3,100
37010831,4,148
37010831,5,381
37010831,6,598
37010831,7,725
37010831,8,948
37010831,9,1032
37010831,10,923
37010831,11,872
37010831,12,872
37010831,13,1011
37010831,14,1137
37010831,15,1165
37010831,16,1130
37010831,17,995
37010831,18,709
37010831,19,631
37010831,20,527
37010831,21,429
37010831,22,315
37010831,23,197
37010833,0,67
37010833,1,44
37010833,2,55
37010833,3,87
37010833,4,120
37010833,5,225
37010833,6,525
37010833,7,639
37010833,8,985
37010833,9,932
37010833,10,798
37010833,11,723
37010833,12,798
37010833,13,871
37010833,14,939
37010833,15,931
37010833,16,1021
37010833,17,857
37010833,18,587
37010833,19,371
37010833,20,285
37010833,21,222
37010833,22,146
37010833,23,81
37010834,0,19
37010834,1,22
37010834,2,29
37010834,3,34
37010834,4,67
37010834,5,155
37010834,6,354
37010834,7,541
37010834,8,707
37010834,9,674
37010834,10,584
37010834,11,468
37010834,12,488
37010834,13,553
37010834,14,641
37010834,15,517
37010834,16,559
37010834,17,482
37010834,18,322
37010834,19,221
37010834,20,140
37010834,21,94
37010834,22,68
37010834,23,39
37010835,0,51
37010835,1,37
37010835,2,64
37010835,3,73
37010835,4,123
37010835,5,350
37010835,6,639
37010835,7,964
37010835,8,1145
37010835,9,1045
37010835,10,927
37010835,11,737
37010835,12,845
37010835,13,991
37010835,14,1046
37010835,15,944
37010835,16,1071
37010835,17,1108
37010835,18,603
37010835,19,318
37010835,20,288
37010835,21,202
37010835,22,93
37010835,23,69
37010841,0,104
37010841,1,96
37010841,2,68
37010841,3,107
37010841,4,157
37010841,5,401
37010841,6,851
37010841,7,1812
37010841,8,2343
37010841,9,2118
37010841,10,1831
37010841,11,1460
37010841,12,1529
37010841,13,1527
37010841,14,1645
37010841,15,1603
37010841,16,1620
37010841,17,1779
37010841,18,919
37010841,19,536
37010841,20,387
37010841,21,316
37010841,22,198
37010841,23,148
37010842,0,102
37010842,1,85
37010842,2,59
37010842,3,94
37010842,4,126
37010842,5,434
37010842,6,1209
37010842,7,3810
37010842,8,4079
37010842,9,3000
37010842,10,2255
37010842,11,1637
37010842,12,1663
37010842,13,2085
37010842,14,2208
37010842,15,2054
37010842,16,2083
37010842,17,1906
37010842,18,1247
37010842,19,776
37010842,20,603
37010842,21,476
37010842,22,270
37010842,23,125
37010843,0,148
37010843,1,101
37010843,2,73
37010843,3,91
37010843,4,128
37010843,5,331
37010843,6,819
37010843,7,1433
37010843,8,2127
37010843,9,1914
37010843,10,1533
37010843,11,1268
37010843,12,1232
37010843,13,1459
37010843,14,1524
37010843,15,1564
37010843,16,1589
37010843,17,1731
37010843,18,1031
37010843,19,571
37010843,20,456
37010843,21,369
37010843,22,212
37010843,23,174
37010851,0,61
37010851,1,36
37010851,2,58
37010851,3,49
37010851,4,80
37010851,5,121
37010851,6,286
37010851,7,413
37010851,8,479
37010851,9,451
37010851,10,437
37010851,11,371
37010851,12,455
37010851,13,451
37010851,14,501
37010851,15,605
37010851,16,597
37010851,17,590
37010851,18,326
37010851,19,190
37010851,20,163
37010851,21,138
37010851,22,82
37010851,23,71
37010852,0,85
37010852,1,54
37010852,2,62
37010852,3,69
37010852,4,105
37010852,5,273
37010852,6,633
37010852,7,1041
37010852,8,1396
37010852,9,1137
37010852,10,987
37010852,11,847
37010852,12,940
37010852,13,1110
37010852,14,1214
37010852,15,1269
37010852,16,1293
37010852,17,1038
37010852,18,631
37010852,19,409
37010852,20,304
37010852,21,228
37010852,22,162
37010852,23,89
37010853,0,21
37010853,1,15
37010853,2,10
37010853,3,25
37010853,4,31
37010853,5,68
37010853,6,199
37010853,7,303
37010853,8,349
37010853,9,323
37010853,10,261
37010853,11,221
37010853,12,208
37010853,13,262
37010853,14,290
37010853,15,325
37010853,16,316
37010853,17,258
37010853,18,170
37010853,19,129
37010853,20,116
37010853,21,79
37010853,22,29
37010853,23,20
37010861,0,131
37010861,1,114
37010861,2,119
37010861,3,115
37010861,4,158
37010861,5,340
37010861,6,688
37010861,7,913
37010861,8,1262
37010861,9,1400
37010861,10,1204
37010861,11,1013
37010861,12,976
37010861,13,1096
37010861,14,1240
37010861,15,1275
37010861,16,1283
37010861,17,1029
37010861,18,723
37010861,19,473
37010861,20,347
37010861,21,307
37010861,22,187
37010861,23,137
37010862,0,119
37010862,1,86
37010862,2,94
37010862,3,144
37010862,4,205
37010862,5,486
37010862,6,924
37010862,7,1271
37010862,8,1384
37010862,9,1346
37010862,10,1243
37010862,11,1104
37010862,12,1120
37010862,13,1294
37010862,14,1324
37010862,15,1507
37010862,16,1874
37010862,17,1930
37010862,18,1079
37010862,19,712
37010862,20,541
37010862,21,340
37010862,22,233
37010862,23,145
37010864,12,1
37010865,0,334
37010865,1,274
37010865,2,252
37010865,3,208
37010865,4,420
37010865,5,1071
37010865,6,1961
37010865,7,3419
37010865,8,4527
37010865,9,4796
37010865,10,3766
37010865,11,3171
37010865,12,3237
37010865,13,3594
37010865,14,3593
37010865,15,3564
37010865,16,3485
37010865,17,3036
37010865,18,2193
37010865,19,1548
37010865,20,1134
37010865,21,847
37010865,22,737
37010865,23,434
37010891,0,259
37010891,1,151
37010891,2,90
37010891,3,126
37010891,4,240
37010891,5,985
37010891,6,4273
37010891,7,11879
37010891,8,11322
37010891,9,7945
37010891,10,6074
37010891,11,4953
37010891,12,4725
37010891,13,4998
37010891,14,5398
37010891,15,5681
37010891,16,6707
37010891,17,8023
37010891,18,5635
37010891,19,2997
37010891,20,1765
37010891,21,1417
37010891,22,817
37010891,23,445
37010892,0,67
37010892,1,46
37010892,2,44
37010892,3,35
37010892,4,58
37010892,5,259
37010892,6,1007
37010892,7,2275
37010892,8,1763
37010892,9,1209
37010892,10,1120
37010892,11,1019
37010892,12,1057
37010892,13,987
37010892,14,1197
37010892,15,1684
37010892,16,3235
37010892,17,4281
37010892,18,2418
37010892,19,1029
37010892,20,531
37010892,21,312
37010892,22,187
37010892,23,97
37010893,0,10
37010893,1,9
37010893,2,6
37010893,3,4
37010893,4,8
37010893,5,47
37010893,6,251
37010893,7,383
37010893,8,268
37010893,9,253
37010893,10,207
37010893,11,214
37010893,12,232
37010893,13,236
37010893,14,264
37010893,15,308
37010893,16,502
37010893,17,624
37010893,18,274
37010893,19,120
37010893,20,75
37010893,21,50
37010893,22,33
37010893,23,17
37010895,0,60
37010895,1,45
37010895,2,34
37010895,3,37
37010895,4,73
37010895,5,513
37010895,6,1289
37010895,7,1660
37010895,8,1428
37010895,9,1134
37010895,10,1059
37010895,11,990
37010895,12,1195
37010895,13,1278
37010895,14,1471
37010895,15,1802
37010895,16,2481
37010895,17,2314
37010895,18,1236
37010895,19,597
37010895,20,475
37010895,21,315
37010895,22,194
37010895,23,110
37010896,0,37
37010896,1,28
37010896,2,31
37010896,3,38
37010896,4,115
37010896,5,336
37010896,6,484
37010896,7,467
37010896,8,412
37010896,9,491
37010896,10,486
37010896,11,450
37010896,12,467
37010896,13,695
37010896,14,732
37010896,15,846
37010896,16,936
37010896,17,859
37010896,18,443
37010896,19,292
37010896,20,239
37010896,21,163
37010896,22,82
37010896,23,65
37010897,0,143
37010897,1,109
37010897,2,137
37010897,3,119
37010897,4,189
37010897,5,644
37010897,6,1653
37010897,7,2602
37010897,8,2254
37010897,9,1903
37010897,10,1788
37010897,11,1511
37010897,12,1598
37010897,13,1886
37010897,14,2000
37010897,15,2171
37010897,16,2803
37010897,17,4199
37010897,18,1562
37010897,19,1065
37010897,20,795
37010897,21,601
37010897,22,312
37010897,23,202
37010898,0,52
37010898,1,35
37010898,2,42
37010898,3,47
37010898,4,139
37010898,5,415
37010898,6,2375
37010898,7,5380
37010898,8,3340
37010898,9,2151
37010898,10,1477
37010898,11,1171
37010898,12,1163
37010898,13,1541
37010898,14,1476
37010898,15,1361
37010898,16,1540
37010898,17,1654
37010898,18,965
37010898,19,624
37010898,20,504
37010898,21,385
37010898,22,210
37010898,23,115
370108A1,0,14
370108A1,1,10
370108A1,2,9
370108A1,3,4
370108A1,4,27
370108A1,5,51
370108A1,6,119
370108A1,7,217
370108A1,8,325
370108A1,9,292
370108A1,10,282
370108A1,11,239
370108A1,12,289
370108A1,13,352
370108A1,14,442
370108A1,15,432
370108A1,16,443
370108A1,17,362
370108A1,18,191
370108A1,19,116
370108A1,20,114
370108A1,21,86
370108A1,22,44
370108A1,23,34
370108A2,0,31
370108A2,1,26
370108A2,2,21
370108A2,3,26
370108A2,4,38
370108A2,5,123
370108A2,6,420
370108A2,7,1053
370108A2,8,1168
370108A2,9,1069
370108A2,10,784
370108A2,11,624
370108A2,12,618
370108A2,13,816
370108A2,14,930
370108A2,15,929
370108A2,16,947
370108A2,17,918
370108A2,18,507
370108A2,19,338
370108A2,20,247
370108A2,21,164
370108A2,22,169
370108A2,23,73
37010A11,7,2
37010A12,6,1
37010A12,7,1
37010A12,8,1
37010A12,14,1
37010A13,0,31
37010A13,1,18
37010A13,2,8
37010A13,3,25
37010A13,4,30
37010A13,5,126
37010A13,6,242
37010A13,7,364
37010A13,8,348
37010A13,9,351
37010A13,10,319
37010A13,11,267
37010A13,12,265
37010A13,13,368
37010A13,14,387
37010A13,15,431
37010A13,16,513
37010A13,17,427
37010A13,18,275
37010A13,19,178
37010A13,20,126
37010A13,21,73
37010A13,22,51
37010A13,23,37
37010A14,0,51
37010A14,1,37
37010A14,2,22
37010A14,3,26
37010A14,4,92
37010A14,5,298
37010A14,6,770
37010A14,7,1218
37010A14,8,1394
37010A14,9,1209
37010A14,10,967
37010A14,11,793
37010A14,12,809
37010A14,13,1049
37010A14,14,1126
37010A14,15,1255
37010A14,16,1284
37010A14,17,1071
37010A14,18,687
37010A14,19,367
37010A14,20,255
37010A14,21,194
37010A14,22,97
37010A14,23,66
37010A15,0,50
37010A15,1,31
37010A15,2,38
37010A15,3,30
37010A15,4,84
37010A15,5,158
37010A15,6,394
37010A15,7,612
37010A15,8,768
37010A15,9,663
37010A15,10,535
37010A15,11,459
37010A15,12,497
37010A15,13,612
37010A15,14,686
37010A15,15,644
37010A15,16,599
37010A15,17,569
37010A15,18,389
37010A15,19,259
37010A15,20,176
37010A15,21,155
37010A15,22,86
37010A15,23,55
37010A21,0,153
37010A21,1,104
37010A21,2,117
37010A21,3,132
37010A21,4,270
37010A21,5,491
37010A21,6,698
37010A21,7,980
37010A21,8,1174
37010A21,9,1213
37010A21,10,1084
37010A21,11,955
37010A21,12,964
37010A21,13,1163
37010A21,14,1236
37010A21,15,1149
37010A21,16,1090
37010A21,17,935
37010A21,18,632
37010A21,19,516
37010A21,20,409
37010A21,21,419
37010A21,22,282
37010A21,23,195
37010A22,0,122
37010A22,1,88
37010A22,2,81
37010A22,3,81
37010A22,4,103
37010A22,5,197
37010A22,6,385
37010A22,7,436
37010A22,8,535
37010A22,9,553
37010A22,10,547
37010A22,11,537
37010A22,12,531
37010A22,13,673
37010A22,14,711
37010A22,15,782
37010A22,16,888
37010A22,17,735
37010A22,18,471
37010A22,19,401
37010A22,20,366
37010A22,21,371
37010A22,22,216
37010A22,23,142
37010A23,0,27
37010A23,1,26
37010A23,2,23
37010A23,3,37
37010A23,4,51
37010A23,5,110
37010A23,6,219
37010A23,7,284
37010A23,8,349
37010A23,9,426
37010A23,10,399
37010A23,11,359
37010A23,12,338
37010A23,13,369
37010A23,14,430
37010A23,15,440
37010A23,16,459
37010A23,17,407
37010A23,18,297
37010A23,19,170
37010A23,20,136
37010A23,21,98
37010A23,22,68
37010A23,23,44
37010A25,0,223
37010A25,1,151
37010A25,2,101
37010A25,3,181
37010A25,4,322
37010A25,5,649
37010A25,6,1929
37010A25,7,4638
37010A25,8,5078
37010A25,9,4748
37010A25,10,3911
37010A25,11,3279
37010A25,12,3220
37010A25,13,3670
37010A25,14,3778
37010A25,15,3849
37010A25,16,4683
37010A25,17,6416
37010A25,18,3271
37010A25,19,1503
37010A25,20,1092
37010A25,21,805
37010A25,22,535
37010A25,23,324
37010A26,0,85
37010A26,1,59
37010A26,2,47
37010A26,3,68
37010A26,4,131
37010A26,5,223
37010A26,6,904
37010A26,7,2028
37010A26,8,1734
37010A26,9,1213
37010A26,10,924
37010A26,11,862
37010A26,12,869
37010A26,13,933
37010A26,14,967
37010A26,15,1207
37010A26,16,1992
37010A26,17,2288
37010A26,18,1349
37010A26,19,587
37010A26,20,344
37010A26,21,269
37010A26,22,152
37010A26,23,106
37010A27,22,1
37010A28,0,13
37010A28,1,6
37010A28,2,12
37010A28,3,8
37010A28,4,18
37010A28,5,53
37010A28,6,127
37010A28,7,331
37010A28,8,364
37010A28,9,341
37010A28,10,269
37010A28,11,241
37010A28,12,203
37010A28,13,234
37010A28,14,251
37010A28,15,285
37010A28,16,494
37010A28,17,854
37010A28,18,357
37010A28,19,128
37010A28,20,53
37010A28,21,39
37010A28,22,36
37010A28,23,19
37010A31,0,188
37010A31,1,144
37010A31,2,129
37010A31,3,105
37010A31,4,201
37010A31,5,448
37010A31,6,1665
37010A31,7,4216
37010A31,8,4301
37010A31,9,2836
37010A31,10,2453
37010A31,11,2121
37010A31,12,2111
37010A31,13,2271
37010A31,14,2421
37010A31,15,2393
37010A31,16,3131
37010A31,17,4089
37010A31,18,2476
37010A31,19,1087
37010A31,20,693
37010A31,21,502
37010A31,22,343
37010A31,23,294
37010A32,0,49
37010A32,1,59
37010A32,2,41
37010A32,3,56
37010A32,4,102
37010A32,5,169
37010A32,6,333
37010A32,7,352
37010A32,8,365
37010A32,9,403
37010A32,10,388
37010A32,11,312
37010A32,12,352
37010A32,13,392
37010A32,14,392
37010A32,15,447
37010A32,16,465
37010A32,17,474
37010A32,18,308
37010A32,19,242
37010A32,20,165
37010A32,21,110
37010A32,22,72
37010A32,23,60
37010A33,0,64
37010A33,1,47
37010A33,2,48
37010A33,3,48
37010A33,4,113
37010A33,5,288
37010A33,6,377
37010A33,7,476
37010A33,8,556
37010A33,9,623
37010A33,10,621
37010A33,11,571
37010A33,12,542
37010A33,13,606
37010A33,14,629
37010A33,15,718
37010A33,16,706
37010A33,17,612
37010A33,18,433
37010A33,19,316
37010A33,20,256
37010A33,21,185
37010A33,22,120
37010A33,23,99
37010A34,0,35
37010A34,1,25
37010A34,2,21
37010A34,3,26
37010A34,4,35
37010A34,5,57
37010A34,6,128
37010A34,7,146
37010A34,8,189
37010A34,9,228
37010A34,10,199
37010A34,11,195
37010A34,12,172
37010A34,13,204
37010A34,14,206
37010A34,15,199
37010A34,16,221
37010A34,17,229
37010A34,18,141
37010A34,19,123
37010A34,20,81
37010A34,21,54
37010A34,22,50
37010A34,23,47
37010A41,0,32
37010A41,1,26
37010A41,2,31
37010A41,3,37
37010A41,4,60
37010A41,5,158
37010A41,6,495
37010A41,7,1444
37010A41,8,1279
37010A41,9,800
37010A41,10,691
37010A41,11,567
37010A41,12,572
37010A41,13,596
37010A41,14,722
37010A41,15,784
37010A41,16,932
37010A41,17,1486
37010A41,18,526
37010A41,19,293
37010A41,20,225
37010A41,21,192
37010A41,22,140
37010A41,23,69
37010A42,0,87
37010A42,1,45
37010A42,2,40
37010A42,3,87
37010A42,4,131
37010A42,5,497
37010A42,6,815
37010A42,7,1348
37010A42,8,1479
37010A42,9,1350
37010A42,10,1264
37010A42,11,1012
37010A42,12,959
37010A42,13,1182
37010A42,14,1263
37010A42,15,1369
37010A42,16,1662
37010A42,17,2382
37010A42,18,1037
37010A42,19,570
37010A42,20,471
37010A42,21,318
37010A42,22,196
37010A42,23,102
37010A51,0,10
37010A51,1,11
37010A51,2,10
37010A51,3,14
37010A51,4,31
37010A51,5,79
37010A51,6,150
37010A51,7,262
37010A51,8,218
37010A51,9,231
37010A51,10,200
37010A51,11,151
37010A51,12,177
37010A51,13,234
37010A51,14,249
37010A51,15,270
37010A51,16,199
37010A51,17,185
37010A51,18,115
37010A51,19,64
37010A51,20,54
37010A51,21,63
37010A51,22,29
37010A51,23,11
37010A52,0,16
37010A52,1,10
37010A52,2,14
37010A52,3,19
37010A52,4,42
37010A52,5,107
37010A52,6,143
37010A52,7,268
37010A52,8,299
37010A52,9,286
37010A52,10,253
37010A52,11,169
37010A52,12,183
37010A52,13,235
37010A52,14,243
37010A52,15,238
37010A52,16,206
37010A52,17,205
37010A52,18,134
37010A52,19,86
37010A52,20,65
37010A52,21,36
37010A52,22,31
37010A52,23,17
37010C11,0,41
37010C11,1,28
37010C11,2,38
37010C11,3,58
37010C11,4,67
37010C11,5,155
37010C11,6,430
37010C11,7,910
37010C11,8,1023
37010C11,9,814
37010C11,10,601
37010C11,11,573
37010C11,12,483
37010C11,13,671
37010C11,14,787
37010C11,15,714
37010C11,16,764
37010C11,17,968
37010C11,18,542
37010C11,19,312
37010C11,20,271
37010C11,21,216
37010C11,22,115
37010C11,23,81
37010C12,0,116
37010C12,1,71
37010C12,2,52
37010C12,3,85
37010C12,4,195
37010C12,5,532
37010C12,6,1193
37010C12,7,2664
37010C12,8,3264
37010C12,9,2779
37010C12,10,2174
37010C12,11,1697
37010C12,12,1511
37010C12,13,1736
37010C12,14,2051
37010C12,15,2109
37010C12,16,2062
37010C12,17,2443
37010C12,18,1716
37010C12,19,861
37010C12,20,695
37010C12,21,606
37010C12,22,389
37010C12,23,199
37010C13,0,77
37010C13,1,39
37010C13,2,35
37010C13,3,28
37010C13,4,68
37010C13,5,193
37010C13,6,682
37010C13,7,2157
37010C13,8,2205
37010C13,9,1687
37010C13,10,1314
37010C13,11,1136
37010C13,12,1090
37010C13,13,1228
37010C13,14,1343
37010C13,15,1310
37010C13,16,1259
37010C13,17,1434
37010C13,18,931
37010C13,19,499
37010C13,20,393
37010C13,21,365
37010C13,22,214
37010C13,23,129
37010C16,0,41
37010C16,1,11
37010C16,2,20
37010C16,3,14
37010C16,4,32
37010C16,5,107
37010C16,6,225
37010C16,7,466
37010C16,8,501
37010C16,9,503
37010C16,10,455
37010C16,11,405
37010C16,12,348
37010C16,13,420
37010C16,14,564
37010C16,15,559
37010C16,16,729
37010C16,17,918
37010C16,18,501
37010C16,19,252
37010C16,20,172
37010C16,21,130
37010C16,22,50
37010C16,23,37
37010C17,0,45
37010C17,1,35
37010C17,2,28
37010C17,3,33
37010C17,4,51
37010C17,5,152
37010C17,6,413
37010C17,7,799
37010C17,8,1057
37010C17,9,829
37010C17,10,811
37010C17,11,582
37010C17,12,631
37010C17,13,750
37010C17,14,811
37010C17,15,868
37010C17,16,1017
37010C17,17,1303
37010C17,18,701
37010C17,19,307
37010C17,20,241
37010C17,21,211
37010C17,22,104
37010C17,23,58
37010C18,16,1
37010C19,0,53
37010C19,1,29
37010C19,2,15
37010C19,3,22
37010C19,4,70
37010C19,5,141
37010C19,6,344
37010C19,7,628
37010C19,8,985
37010C19,9,886
37010C19,10,763
37010C19,11,701
37010C19,12,646
37010C19,13,663
37010C19,14,748
37010C19,15,871
37010C19,16,900
37010C19,17,1225
37010C19,18,867
37010C19,19,468
37010C19,20,356
37010C19,21,259
37010C19,22,144
37010C19,23,108
37010C1A,0,36
37010C1A,1,16
37010C1A,2,28
37010C1A,3,19
37010C1A,4,32
37010C1A,5,60
37010C1A,6,251
37010C1A,7,794
37010C1A,8,953
37010C1A,9,653
37010C1A,10,573
37010C1A,11,506
37010C1A,12,342
37010C1A,13,536
37010C1A,14,603
37010C1A,15,621
37010C1A,16,714
37010C1A,17,1146
37010C1A,18,651
37010C1A,19,273
37010C1A,20,276
37010C1A,21,206
37010C1A,22,105
37010C1A,23,48
37010C21,0,35
37010C21,1,40
37010C21,2,36
37010C21,3,46
37010C21,4,44
37010C21,5,99
37010C21,6,202
37010C21,7,298
37010C21,8,312
37010C21,9,283
37010C21,10,257
37010C21,11,195
37010C21,12,215
37010C21,13,234
37010C21,14,261
37010C21,15,246
37010C21,16,277
37010C21,17,321
37010C21,18,239
37010C21,19,170
37010C21,20,177
37010C21,21,162
37010C21,22,114
37010C21,23,90
37010C22,0,52
37010C22,1,36
37010C22,2,63
37010C22,3,49
37010C22,4,45
37010C22,5,104
37010C22,6,282
37010C22,7,258
37010C22,8,302
37010C22,9,268
37010C22,10,308
37010C22,11,325
37010C22,12,238
37010C22,13,304
37010C22,14,286
37010C22,15,304
37010C22,16,386
37010C22,17,465
37010C22,18,274
37010C22,19,248
37010C22,20,239
37010C22,21,161
37010C22,22,103
37010C22,23,65
37010C23,0,43
37010C23,1,19
37010C23,2,33
37010C23,3,44
37010C23,4,69
37010C23,5,217
37010C23,6,708
37010C23,7,1242
37010C23,8,1337
37010C23,9,1017
37010C23,10,809
37010C23,11,591
37010C23,12,650
37010C23,13,775
37010C23,14,876
37010C23,15,865
37010C23,16,1050
37010C23,17,992
37010C23,18,627
37010C23,19,328
37010C23,20,295
37010C23,21,237
37010C23,22,140
37010C23,23,99
37010C24,0,17
37010C24,1,14
37010C24,2,14
37010C24,3,30
37010C24,4,33
37010C24,5,86
37010C24,6,123
37010C24,7,151
37010C24,8,208
37010C24,9,202
37010C24,10,191
37010C24,11,155
37010C24,12,139
37010C24,13,214
37010C24,14,283
37010C24,15,297
37010C24,16,392
37010C24,17,353
37010C24,18,176
37010C24,19,96
37010C24,20,97
